workerid,condition,response,candidate,probability,batch
4019,maze-event,100,trump,1,post
4019,maze-event,0,harris,0,post
4019,maze-event,0,other,0,post
3398,spr-event,0,harris,0,post
3398,spr-event,100,trump,1,post
3398,spr-event,0,other,0,post
4556,cloze-event,100,trump,1,post
4556,cloze-event,0,harris,0,post
4556,cloze-event,0,other,0,post
4452,cloze-event,100,trump,1,post
4452,cloze-event,0,harris,0,post
4452,cloze-event,0,other,0,post
4675,cloze-event,0,harris,0,post
4675,cloze-event,100,trump,1,post
4675,cloze-event,0,other,0,post
4344,cloze-event,0,harris,0,post
4344,cloze-event,100,trump,1,post
4344,cloze-event,0,other,0,post
3457,spr-event,27,harris,0.28125,post
3457,spr-event,69,trump,0.71875,post
3457,spr-event,0,other,0,post
4072,spr-event,100,trump,1,post
4072,spr-event,0,harris,0,post
4072,spr-event,0,other,0,post
3846,spr-event,0,harris,0,post
3846,spr-event,100,trump,1,post
3846,spr-event,0,other,0,post
3516,event-maze,0,harris,0,post
3516,event-maze,100,trump,1,post
3516,event-maze,0,other,0,post
3434,event-cloze,62,trump,0.62,post
3434,event-cloze,38,harris,0.38,post
3434,event-cloze,0,other,0,post
4695,spr-event,100,trump,1,post
4695,spr-event,0,harris,0,post
4695,spr-event,0,other,0,post
4474,spr-event,0,harris,0,post
4474,spr-event,100,trump,1,post
4474,spr-event,0,other,0,post
4347,spr-event,100,trump,1,post
4347,spr-event,0,harris,0,post
4347,spr-event,0,other,0,post
4144,spr-event,0,harris,0,post
4144,spr-event,100,trump,1,post
4144,spr-event,0,other,0,post
3587,spr-event,2,harris,0.0196078431372549,post
3587,spr-event,100,trump,0.9803921568627451,post
3587,spr-event,0,other,0,post
4800,spr-event,100,trump,1,post
4800,spr-event,0,harris,0,post
4800,spr-event,0,other,0,post
4345,maze-event,0,harris,0,post
4345,maze-event,100,trump,1,post
4345,maze-event,0,other,0,post
3330,cloze-event,100,trump,1,post
3330,cloze-event,0,harris,0,post
3330,cloze-event,0,other,0,post
4740,cloze-event,0,harris,0,post
4740,cloze-event,100,trump,1,post
4740,cloze-event,0,other,0,post
3833,spr-event,0,harris,0,post
3833,spr-event,100,trump,1,post
3833,spr-event,0,other,0,post
3545,cloze-event,43,harris,0.3161764705882353,post
3545,cloze-event,93,trump,0.6838235294117647,post
3545,cloze-event,0,other,0,post
4174,maze-event,0,harris,0,post
4174,maze-event,100,trump,1,post
4174,maze-event,0,other,0,post
3480,event-cloze,87,trump,0.9456521739130435,post
3480,event-cloze,5,harris,0.05434782608695652,post
3480,event-cloze,0,other,0,post
4009,cloze-event,0,trump,0,post
4009,cloze-event,100,harris,0.9900990099009901,post
4009,cloze-event,1,other,0.009900990099009901,post
3872,spr-event,0,harris,0,post
3872,spr-event,100,trump,1,post
3872,spr-event,0,other,0,post
3755,cloze-event,0,harris,0,post
3755,cloze-event,100,trump,0.9900990099009901,post
3755,cloze-event,1,other,0.009900990099009901,post
4730,cloze-event,100,trump,1,post
4730,cloze-event,0,harris,0,post
4730,cloze-event,0,other,0,post
4704,event-cloze,100,trump,1,post
4704,event-cloze,0,harris,0,post
4704,event-cloze,0,other,0,post
3292,event-cloze,50,trump,0.5,post
3292,event-cloze,50,harris,0.5,post
3292,event-cloze,0,other,0,post
4386,maze-event,100,harris,0.9345794392523364,post
4386,maze-event,3,trump,0.028037383177570093,post
4386,maze-event,4,other,0.037383177570093455,post
3851,spr-event,100,trump,1,post
3851,spr-event,0,harris,0,post
3851,spr-event,0,other,0,post
3601,cloze-event,100,trump,1,post
3601,cloze-event,0,harris,0,post
3601,cloze-event,0,other,0,post
3423,spr-event,100,trump,1,post
3423,spr-event,0,harris,0,post
3423,spr-event,0,other,0,post
4288,maze-event,0,harris,0,post
4288,maze-event,100,trump,1,post
4288,maze-event,0,other,0,post
4056,spr-event,91,trump,0.7459016393442623,post
4056,spr-event,22,harris,0.18032786885245902,post
4056,spr-event,9,other,0.07377049180327869,post
3739,event-maze,0,harris,0,post
3739,event-maze,100,trump,1,post
3739,event-maze,0,other,0,post
4713,maze-event,100,trump,1,post
4713,maze-event,0,harris,0,post
4713,maze-event,0,other,0,post
3560,cloze-event,100,trump,1,post
3560,cloze-event,0,harris,0,post
3560,cloze-event,0,other,0,post
4629,cloze-event,0,harris,0,post
4629,cloze-event,100,trump,1,post
4629,cloze-event,0,other,0,post
3850,cloze-event,100,trump,1,post
3850,cloze-event,0,harris,0,post
3850,cloze-event,0,other,0,post
3360,maze-event,0,harris,0,post
3360,maze-event,100,trump,1,post
3360,maze-event,0,other,0,post
3325,cloze-event,2,harris,0.0196078431372549,post
3325,cloze-event,100,trump,0.9803921568627451,post
3325,cloze-event,0,other,0,post
4458,spr-event,0,harris,0,post
4458,spr-event,100,trump,1,post
4458,spr-event,0,other,0,post
4719,maze-event,73,trump,0.7604166666666666,post
4719,maze-event,23,harris,0.23958333333333334,post
4719,maze-event,0,other,0,post
4723,spr-event,100,trump,1,post
4723,spr-event,0,harris,0,post
4723,spr-event,0,other,0,post
3606,cloze-event,100,trump,1,post
3606,cloze-event,0,harris,0,post
3606,cloze-event,0,other,0,post
3809,event-cloze,100,trump,1,post
3809,event-cloze,0,harris,0,post
3809,event-cloze,0,other,0,post
4395,cloze-event,100,trump,0.9615384615384616,post
4395,cloze-event,3,harris,0.028846153846153848,post
4395,cloze-event,1,other,0.009615384615384616,post
4273,event-spr,0,harris,0,post
4273,event-spr,100,trump,1,post
4273,event-spr,0,other,0,post
4012,spr-event,100,trump,1,post
4012,spr-event,0,harris,0,post
4012,spr-event,0,other,0,post
4445,spr-event,97,trump,0.97,post
4445,spr-event,1,harris,0.01,post
4445,spr-event,2,other,0.02,post
3942,cloze-event,100,trump,1,post
3942,cloze-event,0,harris,0,post
3942,cloze-event,0,other,0,post
4928,cloze-event,100,trump,1,post
4928,cloze-event,0,harris,0,post
4928,cloze-event,0,other,0,post
4307,event-spr,4,harris,0.037037037037037035,post
4307,event-spr,100,trump,0.9259259259259259,post
4307,event-spr,4,other,0.037037037037037035,post
3498,spr-event,86,trump,0.4056603773584906,post
3498,spr-event,75,harris,0.35377358490566035,post
3498,spr-event,51,other,0.24056603773584906,post
4275,cloze-event,100,trump,1,post
4275,cloze-event,0,harris,0,post
4275,cloze-event,0,other,0,post
4791,spr-event,0,harris,0,post
4791,spr-event,99,trump,1,post
4791,spr-event,0,other,0,post
4544,cloze-event,3,harris,0.03,post
4544,cloze-event,97,trump,0.97,post
4544,cloze-event,0,other,0,post
4008,maze-event,2,harris,0.019230769230769232,post
4008,maze-event,100,trump,0.9615384615384616,post
4008,maze-event,2,other,0.019230769230769232,post
4360,spr-event,3,harris,0.029411764705882353,post
4360,spr-event,96,trump,0.9411764705882353,post
4360,spr-event,3,other,0.029411764705882353,post
3527,cloze-event,0,harris,0,post
3527,cloze-event,100,trump,1,post
3527,cloze-event,0,other,0,post
4202,event-maze,0,harris,0,post
4202,event-maze,100,trump,1,post
4202,event-maze,0,other,0,post
3582,event-cloze,99,trump,0.99,post
3582,event-cloze,0,harris,0,post
3582,event-cloze,1,other,0.01,post
4694,cloze-event,0,harris,0,post
4694,cloze-event,100,trump,0.9900990099009901,post
4694,cloze-event,1,other,0.009900990099009901,post
3403,event-cloze,98,trump,0.9607843137254902,post
3403,event-cloze,3,harris,0.029411764705882353,post
3403,event-cloze,1,other,0.00980392156862745,post
4843,event-spr,0,harris,0,post
4843,event-spr,100,trump,1,post
4843,event-spr,0,other,0,post
3494,cloze-event,3,harris,0.0297029702970297,post
3494,cloze-event,98,trump,0.9702970297029703,post
3494,cloze-event,0,other,0,post
3758,maze-event,0,harris,0,post
3758,maze-event,100,trump,1,post
3758,maze-event,0,other,0,post
4297,spr-event,0,harris,0,post
4297,spr-event,100,trump,1,post
4297,spr-event,0,other,0,post
3649,event-spr,25,harris,0.2032520325203252,post
3649,event-spr,73,trump,0.5934959349593496,post
3649,event-spr,25,other,0.2032520325203252,post
4405,cloze-event,100,trump,1,post
4405,cloze-event,0,harris,0,post
4405,cloze-event,0,other,0,post
4622,maze-event,49,harris,0.2512820512820513,post
4622,maze-event,100,trump,0.5128205128205128,post
4622,maze-event,46,other,0.2358974358974359,post
3959,maze-event,100,trump,1,post
3959,maze-event,0,harris,0,post
3959,maze-event,0,other,0,post
3746,cloze-event,0,harris,0,post
3746,cloze-event,100,trump,1,post
3746,cloze-event,0,other,0,post
3703,cloze-event,100,trump,1,post
3703,cloze-event,0,harris,0,post
3703,cloze-event,0,other,0,post
3482,maze-event,100,trump,0.9900990099009901,post
3482,maze-event,1,harris,0.009900990099009901,post
3482,maze-event,0,other,0,post
4806,cloze-event,97,trump,0.9603960396039604,post
4806,cloze-event,2,harris,0.019801980198019802,post
4806,cloze-event,2,other,0.019801980198019802,post
4194,event-cloze,100,trump,0.6024096385542169,post
4194,event-cloze,46,harris,0.27710843373493976,post
4194,event-cloze,20,other,0.12048192771084337,post
4178,event-spr,100,trump,1,post
4178,event-spr,0,harris,0,post
4178,event-spr,0,other,0,post
3794,event-spr,100,trump,0.9900990099009901,post
3794,event-spr,0,harris,0,post
3794,event-spr,1,other,0.009900990099009901,post
4082,spr-event,0,harris,0,post
4082,spr-event,99,trump,0.99,post
4082,spr-event,1,other,0.01,post
4693,cloze-event,1,harris,0.009708737864077669,post
4693,cloze-event,100,trump,0.970873786407767,post
4693,cloze-event,2,other,0.019417475728155338,post
4151,cloze-event,0,harris,0,post
4151,cloze-event,100,trump,1,post
4151,cloze-event,0,other,0,post
4320,event-cloze,0,harris,0,post
4320,event-cloze,100,trump,1,post
4320,event-cloze,0,other,0,post
4597,spr-event,100,trump,1,post
4597,spr-event,0,harris,0,post
4597,spr-event,0,other,0,post
3761,spr-event,8,trump,0.08602150537634409,post
3761,spr-event,85,harris,0.9139784946236559,post
3761,spr-event,0,other,0,post
4864,maze-event,100,trump,1,post
4864,maze-event,0,harris,0,post
4864,maze-event,0,other,0,post
3743,event-spr,100,trump,1,post
3743,event-spr,0,harris,0,post
3743,event-spr,0,other,0,post
4828,maze-event,0,harris,0,post
4828,maze-event,100,trump,1,post
4828,maze-event,0,other,0,post
4773,maze-event,100,trump,0.9345794392523364,post
4773,maze-event,0,harris,0,post
4773,maze-event,7,other,0.06542056074766354,post
3355,event-spr,100,trump,1,post
3355,event-spr,0,harris,0,post
3355,event-spr,0,other,0,post
4161,cloze-event,43,trump,0.46236559139784944,post
4161,cloze-event,50,harris,0.5376344086021505,post
4161,cloze-event,0,other,0,post
3696,spr-event,100,trump,1,post
3696,spr-event,0,harris,0,post
3696,spr-event,0,other,0,post
3931,cloze-event,100,trump,0.9523809523809523,post
3931,cloze-event,3,harris,0.02857142857142857,post
3931,cloze-event,2,other,0.01904761904761905,post
4634,cloze-event,0,harris,0,post
4634,cloze-event,100,trump,1,post
4634,cloze-event,0,other,0,post
3914,event-cloze,0,harris,0,post
3914,event-cloze,100,trump,1,post
3914,event-cloze,0,other,0,post
4425,spr-event,0,harris,0,post
4425,spr-event,100,trump,1,post
4425,spr-event,0,other,0,post
3363,event-cloze,100,trump,1,post
3363,event-cloze,0,harris,0,post
3363,event-cloze,0,other,0,post
4467,event-spr,0,harris,0,post
4467,event-spr,100,trump,1,post
4467,event-spr,0,other,0,post
3947,event-maze,0,harris,0,post
3947,event-maze,99,trump,0.99,post
3947,event-maze,1,other,0.01,post
4620,cloze-event,1,harris,0.009900990099009901,post
4620,cloze-event,100,trump,0.9900990099009901,post
4620,cloze-event,0,other,0,post
3277,event-maze,31,harris,0.31313131313131315,post
3277,event-maze,68,trump,0.6868686868686869,post
3277,event-maze,0,other,0,post
4633,cloze-event,100,trump,1,post
4633,cloze-event,0,harris,0,post
4633,cloze-event,0,other,0,post
4057,event-spr,38,harris,0.2360248447204969,post
4057,event-spr,74,trump,0.45962732919254656,post
4057,event-spr,49,other,0.30434782608695654,post
4454,spr-event,0,harris,0,post
4454,spr-event,100,trump,1,post
4454,spr-event,0,other,0,post
3275,spr-event,49,trump,0.5,post
3275,spr-event,49,harris,0.5,post
3275,spr-event,0,other,0,post
4744,event-cloze,100,trump,0.970873786407767,post
4744,event-cloze,1,harris,0.009708737864077669,post
4744,event-cloze,2,other,0.019417475728155338,post
4755,event-cloze,0,harris,0,post
4755,event-cloze,100,trump,1,post
4755,event-cloze,0,other,0,post
4020,cloze-event,92,trump,0.92,post
4020,cloze-event,8,harris,0.08,post
4020,cloze-event,0,other,0,post
4312,cloze-event,0,harris,0,post
4312,cloze-event,100,trump,0.9259259259259259,post
4312,cloze-event,8,other,0.07407407407407407,post
3660,spr-event,100,trump,1,post
3660,spr-event,0,harris,0,post
3660,spr-event,0,other,0,post
4238,spr-event,100,trump,0.9803921568627451,post
4238,spr-event,1,harris,0.00980392156862745,post
4238,spr-event,1,other,0.00980392156862745,post
4909,spr-event,1,harris,0.00980392156862745,post
4909,spr-event,100,trump,0.9803921568627451,post
4909,spr-event,1,other,0.00980392156862745,post
3898,event-cloze,0,harris,0,post
3898,event-cloze,100,trump,1,post
3898,event-cloze,0,other,0,post
4366,event-cloze,1,harris,0.00980392156862745,post
4366,event-cloze,100,trump,0.9803921568627451,post
4366,event-cloze,1,other,0.00980392156862745,post
4037,maze-event,0,harris,0,post
4037,maze-event,100,trump,1,post
4037,maze-event,0,other,0,post
3913,event-spr,100,trump,1,post
3913,event-spr,0,harris,0,post
3913,event-spr,0,other,0,post
4651,cloze-event,0,harris,0,post
4651,cloze-event,100,trump,1,post
4651,cloze-event,0,other,0,post
4313,event-maze,99,trump,0.99,post
4313,event-maze,0,harris,0,post
4313,event-maze,1,other,0.01,post
3420,event-spr,7,harris,0.08641975308641975,post
3420,event-spr,74,trump,0.9135802469135802,post
3420,event-spr,0,other,0,post
4221,event-spr,4,harris,0.038461538461538464,post
4221,event-spr,100,trump,0.9615384615384616,post
4221,event-spr,0,other,0,post
3471,cloze-event,100,trump,1,post
3471,cloze-event,0,harris,0,post
3471,cloze-event,0,other,0,post
4852,spr-event,1,harris,0.00980392156862745,post
4852,spr-event,100,trump,0.9803921568627451,post
4852,spr-event,1,other,0.00980392156862745,post
3861,spr-event,96,trump,0.9504950495049505,post
3861,spr-event,5,harris,0.04950495049504951,post
3861,spr-event,0,other,0,post
4914,event-cloze,0,harris,0,post
4914,event-cloze,100,trump,1,post
4914,event-cloze,0,other,0,post
3665,maze-event,46,harris,0.3150684931506849,post
3665,maze-event,100,trump,0.684931506849315,post
3665,maze-event,0,other,0,post
3371,event-maze,53,trump,0.5463917525773195,post
3371,event-maze,44,harris,0.4536082474226804,post
3371,event-maze,0,other,0,post
3691,event-cloze,100,trump,0.8928571428571429,post
3691,event-cloze,5,harris,0.044642857142857144,post
3691,event-cloze,7,other,0.0625,post
4555,event-spr,0,harris,0,post
4555,event-spr,100,trump,1,post
4555,event-spr,0,other,0,post
4003,event-cloze,97,trump,0.9797979797979798,post
4003,event-cloze,0,harris,0,post
4003,event-cloze,2,other,0.020202020202020204,post
3828,maze-event,78,trump,0.7722772277227723,post
3828,maze-event,23,harris,0.22772277227722773,post
3828,maze-event,0,other,0,post
3424,spr-event,0,harris,0,post
3424,spr-event,100,trump,1,post
3424,spr-event,0,other,0,post
3566,spr-event,100,trump,1,post
3566,spr-event,0,harris,0,post
3566,spr-event,0,other,0,post
4881,cloze-event,0,harris,0,post
4881,cloze-event,100,trump,1,post
4881,cloze-event,0,other,0,post
3440,event-spr,0,trump,0,post
3440,event-spr,100,harris,1,post
3440,event-spr,0,other,0,post
3905,spr-event,100,trump,1,post
3905,spr-event,0,harris,0,post
3905,spr-event,0,other,0,post
3970,cloze-event,100,trump,1,post
3970,cloze-event,0,harris,0,post
3970,cloze-event,0,other,0,post
3464,cloze-event,0,harris,0,post
3464,cloze-event,100,trump,1,post
3464,cloze-event,0,other,0,post
3852,spr-event,100,trump,1,post
3852,spr-event,0,harris,0,post
3852,spr-event,0,other,0,post
3491,cloze-event,100,trump,0.5681818181818182,post
3491,cloze-event,74,harris,0.42045454545454547,post
3491,cloze-event,2,other,0.011363636363636364,post
4461,cloze-event,0,harris,0,post
4461,cloze-event,100,trump,1,post
4461,cloze-event,0,other,0,post
4407,cloze-event,100,trump,1,post
4407,cloze-event,0,harris,0,post
4407,cloze-event,0,other,0,post
4829,cloze-event,74,trump,0.5873015873015873,post
4829,cloze-event,26,harris,0.20634920634920634,post
4829,cloze-event,26,other,0.20634920634920634,post
4792,event-cloze,100,trump,1,post
4792,event-cloze,0,harris,0,post
4792,event-cloze,0,other,0,post
4799,cloze-event,100,trump,1,post
4799,cloze-event,0,harris,0,post
4799,cloze-event,0,other,0,post
4384,event-spr,100,trump,0.9803921568627451,post
4384,event-spr,1,harris,0.00980392156862745,post
4384,event-spr,1,other,0.00980392156862745,post
4153,event-maze,100,trump,1,post
4153,event-maze,0,harris,0,post
4153,event-maze,0,other,0,post
4789,event-cloze,3,harris,0.029411764705882353,post
4789,event-cloze,97,trump,0.9509803921568627,post
4789,event-cloze,2,other,0.0196078431372549,post
4331,spr-event,100,trump,1,post
4331,spr-event,0,harris,0,post
4331,spr-event,0,other,0,post
3800,spr-event,4,harris,0.0392156862745098,post
3800,spr-event,98,trump,0.9607843137254902,post
3800,spr-event,0,other,0,post
4513,spr-event,0,harris,0,post
4513,spr-event,100,trump,1,post
4513,spr-event,0,other,0,post
4430,event-maze,100,trump,1,post
4430,event-maze,0,harris,0,post
4430,event-maze,0,other,0,post
3892,cloze-event,0,harris,0,post
3892,cloze-event,100,trump,1,post
3892,cloze-event,0,other,0,post
3303,cloze-event,0,harris,0,post
3303,cloze-event,100,trump,1,post
3303,cloze-event,0,other,0,post
4587,event-cloze,9,harris,0.08035714285714286,post
4587,event-cloze,94,trump,0.8392857142857143,post
4587,event-cloze,9,other,0.08035714285714286,post
3444,cloze-event,0,harris,0,post
3444,cloze-event,100,trump,1,post
3444,cloze-event,0,other,0,post
3664,event-maze,0,harris,0,post
3664,event-maze,97,trump,0.9797979797979798,post
3664,event-maze,2,other,0.020202020202020204,post
3992,spr-event,86,trump,0.9148936170212766,post
3992,spr-event,3,harris,0.031914893617021274,post
3992,spr-event,5,other,0.05319148936170213,post
3517,event-spr,100,trump,0.970873786407767,post
3517,event-spr,0,harris,0,post
3517,event-spr,3,other,0.02912621359223301,post
4444,event-maze,100,trump,1,post
4444,event-maze,0,harris,0,post
4444,event-maze,0,other,0,post
4286,event-cloze,100,trump,0.9900990099009901,post
4286,event-cloze,1,harris,0.009900990099009901,post
4286,event-cloze,0,other,0,post
4476,event-cloze,0,harris,0,post
4476,event-cloze,100,trump,1,post
4476,event-cloze,0,other,0,post
4248,maze-event,100,trump,1,post
4248,maze-event,0,harris,0,post
4248,maze-event,0,other,0,post
3652,maze-event,100,trump,1,post
3652,maze-event,0,harris,0,post
3652,maze-event,0,other,0,post
4892,spr-event,0,harris,0,post
4892,spr-event,100,trump,1,post
4892,spr-event,0,other,0,post
4120,cloze-event,0,harris,0,post
4120,cloze-event,100,trump,1,post
4120,cloze-event,0,other,0,post
3857,cloze-event,0,harris,0,post
3857,cloze-event,100,trump,1,post
3857,cloze-event,0,other,0,post
4913,event-maze,0,harris,0,post
4913,event-maze,100,trump,1,post
4913,event-maze,0,other,0,post
4520,cloze-event,100,trump,1,post
4520,cloze-event,0,harris,0,post
4520,cloze-event,0,other,0,post
4397,event-cloze,100,trump,1,post
4397,event-cloze,0,harris,0,post
4397,event-cloze,0,other,0,post
3792,spr-event,73,trump,0.4591194968553459,post
3792,spr-event,36,harris,0.22641509433962265,post
3792,spr-event,50,other,0.31446540880503143,post
4027,cloze-event,5,harris,0.05263157894736842,post
4027,cloze-event,90,trump,0.9473684210526315,post
4027,cloze-event,0,other,0,post
4374,event-cloze,15,harris,0.13636363636363635,post
4374,event-cloze,94,trump,0.8545454545454545,post
4374,event-cloze,1,other,0.00909090909090909,post
3310,spr-event,100,trump,1,post
3310,spr-event,0,harris,0,post
3310,spr-event,0,other,0,post
3345,spr-event,100,trump,1,post
3345,spr-event,0,harris,0,post
3345,spr-event,0,other,0,post
3276,event-cloze,51,trump,0.6986301369863014,post
3276,event-cloze,22,harris,0.3013698630136986,post
3276,event-cloze,0,other,0,post
4381,event-spr,99,trump,0.9801980198019802,post
4381,event-spr,1,harris,0.009900990099009901,post
4381,event-spr,1,other,0.009900990099009901,post
4561,spr-event,0,harris,0,post
4561,spr-event,100,trump,1,post
4561,spr-event,0,other,0,post
4168,spr-event,100,trump,1,post
4168,spr-event,0,harris,0,post
4168,spr-event,0,other,0,post
4028,event-spr,99,trump,0.99,post
4028,event-spr,0,harris,0,post
4028,event-spr,1,other,0.01,post
3586,spr-event,100,trump,1,post
3586,spr-event,0,harris,0,post
3586,spr-event,0,other,0,post
4676,spr-event,100,trump,1,post
4676,spr-event,0,harris,0,post
4676,spr-event,0,other,0,post
4542,cloze-event,100,trump,1,post
4542,cloze-event,0,harris,0,post
4542,cloze-event,0,other,0,post
3723,event-cloze,95,trump,0.9223300970873787,post
3723,event-cloze,8,harris,0.07766990291262135,post
3723,event-cloze,0,other,0,post
4471,spr-event,0,harris,0,post
4471,spr-event,100,trump,1,post
4471,spr-event,0,other,0,post
3309,event-spr,0,harris,0,post
3309,event-spr,100,trump,1,post
3309,event-spr,0,other,0,post
4688,spr-event,100,trump,1,post
4688,spr-event,0,harris,0,post
4688,spr-event,0,other,0,post
4753,event-cloze,100,trump,1,post
4753,event-cloze,0,harris,0,post
4753,event-cloze,0,other,0,post
3419,event-cloze,0,harris,0,post
3419,event-cloze,100,trump,1,post
3419,event-cloze,0,other,0,post
3767,event-cloze,100,trump,1,post
3767,event-cloze,0,harris,0,post
3767,event-cloze,0,other,0,post
4598,spr-event,3,harris,0.0297029702970297,post
4598,spr-event,95,trump,0.9405940594059405,post
4598,spr-event,3,other,0.0297029702970297,post
4571,event-cloze,7,harris,0.06862745098039216,post
4571,event-cloze,95,trump,0.9313725490196079,post
4571,event-cloze,0,other,0,post
4038,maze-event,0,harris,0,post
4038,maze-event,100,trump,1,post
4038,maze-event,0,other,0,post
3909,cloze-event,25,harris,0.24271844660194175,post
3909,cloze-event,77,trump,0.7475728155339806,post
3909,cloze-event,1,other,0.009708737864077669,post
4818,maze-event,100,trump,1,post
4818,maze-event,0,harris,0,post
4818,maze-event,0,other,0,post
4291,event-cloze,0,harris,0,post
4291,event-cloze,99,trump,0.99,post
4291,event-cloze,1,other,0.01,post
3912,cloze-event,0,harris,0,post
3912,cloze-event,100,trump,1,post
3912,cloze-event,0,other,0,post
3479,spr-event,9,harris,0.07758620689655173,post
3479,spr-event,100,trump,0.8620689655172413,post
3479,spr-event,7,other,0.0603448275862069,post
4309,maze-event,94,trump,0.8034188034188035,post
4309,maze-event,23,harris,0.19658119658119658,post
4309,maze-event,0,other,0,post
3394,cloze-event,75,trump,0.7575757575757576,post
3394,cloze-event,24,harris,0.24242424242424243,post
3394,cloze-event,0,other,0,post
4427,cloze-event,100,trump,1,post
4427,cloze-event,0,harris,0,post
4427,cloze-event,0,other,0,post
3288,maze-event,0,harris,0,post
3288,maze-event,100,trump,1,post
3288,maze-event,0,other,0,post
4640,spr-event,13,harris,0.10833333333333334,post
4640,spr-event,100,trump,0.8333333333333334,post
4640,spr-event,7,other,0.058333333333333334,post
4319,cloze-event,0,harris,0,post
4319,cloze-event,100,trump,1,post
4319,cloze-event,0,other,0,post
4335,spr-event,100,trump,1,post
4335,spr-event,0,harris,0,post
4335,spr-event,0,other,0,post
3267,event-cloze,75,trump,0.7575757575757576,post
3267,event-cloze,24,harris,0.24242424242424243,post
3267,event-cloze,0,other,0,post
4896,cloze-event,100,trump,1,post
4896,cloze-event,0,harris,0,post
4896,cloze-event,0,other,0,post
3699,maze-event,0,harris,0,post
3699,maze-event,100,trump,1,post
3699,maze-event,0,other,0,post
4375,spr-event,91,harris,0.9680851063829787,post
4375,spr-event,2,trump,0.02127659574468085,post
4375,spr-event,1,other,0.010638297872340425,post
4924,cloze-event,100,trump,1,post
4924,cloze-event,0,harris,0,post
4924,cloze-event,0,other,0,post
4511,spr-event,0,harris,0,post
4511,spr-event,100,trump,1,post
4511,spr-event,0,other,0,post
4016,cloze-event,100,trump,1,post
4016,cloze-event,0,harris,0,post
4016,cloze-event,0,other,0,post
4614,event-cloze,100,trump,1,post
4614,event-cloze,0,harris,0,post
4614,event-cloze,0,other,0,post
3765,event-spr,0,harris,0,post
3765,event-spr,99,trump,1,post
3765,event-spr,0,other,0,post
3704,cloze-event,100,trump,1,post
3704,cloze-event,0,harris,0,post
3704,cloze-event,0,other,0,post
4124,event-maze,100,trump,1,post
4124,event-maze,0,harris,0,post
4124,event-maze,0,other,0,post
3476,spr-event,0,harris,0,post
3476,spr-event,100,trump,0.9345794392523364,post
3476,spr-event,7,other,0.06542056074766354,post
4647,maze-event,78,trump,0.5492957746478874,post
4647,maze-event,49,harris,0.34507042253521125,post
4647,maze-event,15,other,0.1056338028169014,post
3848,maze-event,100,trump,1,post
3848,maze-event,0,harris,0,post
3848,maze-event,0,other,0,post
3316,cloze-event,0,harris,0,post
3316,cloze-event,100,trump,1,post
3316,cloze-event,0,other,0,post
3603,cloze-event,35,harris,0.23972602739726026,post
3603,cloze-event,97,trump,0.6643835616438356,post
3603,cloze-event,14,other,0.0958904109589041,post
4685,maze-event,100,trump,1,post
4685,maze-event,0,harris,0,post
4685,maze-event,0,other,0,post
4201,event-maze,0,harris,0,post
4201,event-maze,100,trump,1,post
4201,event-maze,0,other,0,post
3742,event-spr,49,trump,0.5051546391752577,post
3742,event-spr,24,harris,0.24742268041237114,post
3742,event-spr,24,other,0.24742268041237114,post
4330,spr-event,100,trump,1,post
4330,spr-event,0,harris,0,post
4330,spr-event,0,other,0,post
4150,spr-event,100,trump,1,post
4150,spr-event,0,harris,0,post
4150,spr-event,0,other,0,post
4838,event-maze,100,trump,0.819672131147541,post
4838,event-maze,22,harris,0.18032786885245902,post
4838,event-maze,0,other,0,post
3821,event-spr,0,harris,0,post
3821,event-spr,97,trump,0.97,post
3821,event-spr,3,other,0.03,post
3507,maze-event,100,trump,0.970873786407767,post
3507,maze-event,1,harris,0.009708737864077669,post
3507,maze-event,2,other,0.019417475728155338,post
3741,spr-event,50,trump,0.5,post
3741,spr-event,50,harris,0.5,post
3741,spr-event,0,other,0,post
4348,spr-event,100,trump,1,post
4348,spr-event,0,harris,0,post
4348,spr-event,0,other,0,post
4726,maze-event,12,trump,0.0967741935483871,post
4726,maze-event,12,harris,0.0967741935483871,post
4726,maze-event,100,other,0.8064516129032258,post
4593,spr-event,100,trump,1,post
4593,spr-event,0,harris,0,post
4593,spr-event,0,other,0,post
3395,cloze-event,0,harris,0,post
3395,cloze-event,100,trump,1,post
3395,cloze-event,0,other,0,post
4164,maze-event,0,harris,0,post
4164,maze-event,100,trump,1,post
4164,maze-event,0,other,0,post
3685,spr-event,100,harris,0.9803921568627451,post
3685,spr-event,1,trump,0.00980392156862745,post
3685,spr-event,1,other,0.00980392156862745,post
3350,event-spr,0,harris,0,post
3350,event-spr,100,trump,1,post
3350,event-spr,0,other,0,post
4857,event-cloze,0,harris,0,post
4857,event-cloze,100,trump,1,post
4857,event-cloze,0,other,0,post
3445,maze-event,100,trump,1,post
3445,maze-event,0,harris,0,post
3445,maze-event,0,other,0,post
4045,maze-event,0,harris,0,post
4045,maze-event,100,trump,1,post
4045,maze-event,0,other,0,post
3503,cloze-event,0,harris,0,post
3503,cloze-event,100,trump,1,post
3503,cloze-event,0,other,0,post
4639,maze-event,100,trump,1,post
4639,maze-event,0,harris,0,post
4639,maze-event,0,other,0,post
4832,event-cloze,26,harris,0.19696969696969696,post
4832,event-cloze,100,trump,0.7575757575757576,post
4832,event-cloze,6,other,0.045454545454545456,post
